Product,Total Sale,Date, Region
chartreuse morsel,1740.0,2021-01-01,east
chartreuse morsel,1644.0,2021-01-01,west
periwinkle morsel,702.5,2021-01-01,north
periwinkle morsel,636.25,2021-01-01,south
periwinkle morsel,706.25,2021-01-01,east
periwinkle morsel,741.25,2021-01-01,west
vermilion morsel,2959.07,2021-01-01,north
vermilion morsel,2714.56,2021-01-01,south
vermilion morsel,2529.9300000000003,2021-01-01,east
vermilion morsel,2974.04,2021-01-01,west
lapis morsel,1188.03,2021-01-01,north
lapis morsel,1008.93,2021-01-01,south
lapis morsel,1136.29,2021-01-01,east
lapis morsel,1008.93,2021-01-01,west
pink morsel,1794.0,2021-01-02,north
pink morsel,1620.0,2021-01-02,south
pink morsel,1584.0,2021-01-02,east
pink morsel,1503.0,2021-01-02,west
gold morsel,5674.32,2021-01-02,north
gold morsel,5534.46,2021-01-02,south
gold morsel,5644.35,2021-01-02,east
gold morsel,5214.78,2021-01-02,west
magenta morsel,1427.5,2021-01-02,north
magenta morsel,1407.5,2021-01-02,south
magenta morsel,1495.0,2021-01-02,east
magenta morsel,1312.5,2021-01-02,west
chartreuse morsel,1713.0,2021-01-02,north
chartreuse morsel,1773.0,2021-01-02,south
chartreuse morsel,1593.0,2021-01-02,east
chartreuse morsel,1761.0,2021-01-02,west
periwinkle morsel,653.75,2021-01-02,north
periwinkle morsel,722.5,2021-01-02,south
periwinkle morsel,723.75,2021-01-02,east
periwinkle morsel,673.75,2021-01-02,west
vermilion morsel,2859.27,2021-01-02,north
vermilion morsel,2874.2400000000002,2021-01-02,south
vermilion morsel,2559.87,2021-01-02,east
vermilion morsel,2754.48,2021-01-02,west
lapis morsel,1150.22,2021-01-02,north
lapis morsel,1150.22,2021-01-02,south
lapis morsel,1108.43,2021-01-02,east
lapis morsel,1088.53,2021-01-02,west
pink morsel,1758.0,2021-01-03,north
pink morsel,1578.0,2021-01-03,south
pink morsel,1677.0,2021-01-03,east
pink morsel,1722.0,2021-01-03,west
gold morsel,5694.3,2021-01-03,north
gold morsel,5564.43,2021-01-03,south
gold morsel,5444.55,2021-01-03,east
gold morsel,5064.93,2021-01-03,west
magenta morsel,1460.0,2021-01-03,north
magenta morsel,1420.0,2021-01-03,south
magenta morsel,1405.0,2021-01-03,east
magenta morsel,1450.0,2021-01-03,west
chartreuse morsel,1572.0,2021-01-03,north
chartreuse morsel,1710.0,2021-01-03,south
chartreuse morsel,1650.0,2021-01-03,east
chartreuse morsel,1797.0,2021-01-03,west
periwinkle morsel,678.75,2021-01-03,north
periwinkle morsel,726.25,2021-01-03,south
periwinkle morsel,637.5,2021-01-03,east
periwinkle morsel,665.0,2021-01-03,west
vermilion morsel,2834.32,2021-01-03,north
vermilion morsel,2849.29,2021-01-03,south
vermilion morsel,2934.1200000000003,2021-01-03,east
vermilion morsel,2499.9900000000002,2021-01-03,west
lapis morsel,1144.25,2021-01-03,north
lapis morsel,1098.48,2021-01-03,south
lapis morsel,1004.95,2021-01-03,east
lapis morsel,1120.37,2021-01-03,west
pink morsel,1590.0,2021-01-04,north
pink morsel,1785.0,2021-01-04,south
pink morsel,1731.0,2021-01-04,east
pink morsel,1686.0,2021-01-04,west
gold morsel,5674.32,2021-01-04,north
gold morsel,5594.400000000001,2021-01-04,south
gold morsel,5474.52,2021-01-04,east
gold morsel,5484.51,2021-01-04,west
magenta morsel,1275.0,2021-01-04,north
magenta morsel,1305.0,2021-01-04,south
magenta morsel,1287.5,2021-01-04,east
magenta morsel,1487.5,2021-01-04,west
chartreuse morsel,1620.0,2021-01-04,north
chartreuse morsel,1692.0,2021-01-04,south
chartreuse morsel,1761.0,2021-01-04,east
chartreuse morsel,1560.0,2021-01-04,west
periwinkle morsel,630.0,2021-01-04,north
periwinkle morsel,642.5,2021-01-04,south
periwinkle morsel,741.25,2021-01-04,east
periwinkle morsel,677.5,2021-01-04,west
vermilion morsel,2599.79,2021-01-04,north
vermilion morsel,2644.7000000000003,2021-01-04,south
vermilion morsel,2989.01,2021-01-04,east
vermilion morsel,2914.1600000000003,2021-01-04,west
lapis morsel,1032.81,2021-01-04,north
lapis morsel,1036.79,2021-01-04,south
lapis morsel,1070.62,2021-01-04,east
lapis morsel,1092.51,2021-01-04,west
pink morsel,1536.0,2021-01-05,north
pink morsel,1578.0,2021-01-05,south
pink morsel,1683.0,2021-01-05,east
pink morsel,1608.0,2021-01-05,west
gold morsel,5884.11,2021-01-05,north
gold morsel,5024.97,2021-01-05,south
gold morsel,5814.18,2021-01-05,east
gold morsel,5394.6,2021-01-05,west
magenta morsel,1352.5,2021-01-05,north
magenta morsel,1425.0,2021-01-05,south
magenta morsel,1392.5,2021-01-05,east
magenta morsel,1310.0,2021-01-05,west
chartreuse morsel,1770.0,2021-01-05,north
chartreuse morsel,1794.0,2021-01-05,south
chartreuse morsel,1626.0,2021-01-05,east
chartreuse morsel,1527.0,2021-01-05,west
periwinkle morsel,701.25,2021-01-05,north
periwinkle morsel,723.75,2021-01-05,south
periwinkle morsel,701.25,2021-01-05,east
periwinkle morsel,647.5,2021-01-05,west
vermilion morsel,2689.61,2021-01-05,north
vermilion morsel,2594.8,2021-01-05,south
vermilion morsel,2499.9900000000002,2021-01-05,east
vermilion morsel,2654.6800000000003,2021-01-05,west
lapis morsel,1070.62,2021-01-05,north
lapis morsel,995.0,2021-01-05,south
lapis morsel,1118.3799999999999,2021-01-05,east
lapis morsel,1030.82,2021-01-05,west
pink morsel,1743.0,2021-01-06,north
pink morsel,1743.0,2021-01-06,south
pink morsel,1638.0,2021-01-06,east
pink morsel,1788.0,2021-01-06,west
gold morsel,5924.07,2021-01-06,north
gold morsel,5804.1900000000005,2021-01-06,south
gold morsel,5134.86,2021-01-06,east
gold morsel,5564.43,2021-01-06,west
magenta morsel,1397.5,2021-01-06,north
magenta morsel,1260.0,2021-01-06,south
magenta morsel,1447.5,2021-01-06,east
magenta morsel,1262.5,2021-01-06,west
chartreuse morsel,1632.0,2021-01-06,north
chartreuse morsel,1572.0,2021-01-06,south
chartreuse morsel,1500.0,2021-01-06,east
chartreuse morsel,1503.0,2021-01-06,west
periwinkle morsel,701.25,2021-01-06,north
periwinkle morsel,655.0,2021-01-06,south
periwinkle morsel,631.25,2021-01-06,east
periwinkle morsel,627.5,2021-01-06,west
vermilion morsel,2634.7200000000003,2021-01-06,north
vermilion morsel,2864.26,2021-01-06,south
vermilion morsel,2704.58,2021-01-06,east
vermilion morsel,2599.79,2021-01-06,west
lapis morsel,1050.72,2021-01-06,north
lapis morsel,1010.92,2021-01-06,south
lapis morsel,1072.61,2021-01-06,east
lapis morsel,1030.82,2021-01-06,west
pink morsel,1716.0,2021-01-07,north
pink morsel,1602.0,2021-01-07,south
pink morsel,1596.0,2021-01-07,east
pink morsel,1797.0,2021-01-07,west
gold morsel,5194.8,2021-01-07,north
gold morsel,5784.21,2021-01-07,south
gold morsel,5194.8,2021-01-07,east
gold morsel,5074.92,2021-01-07,west
magenta morsel,1472.5,2021-01-07,north
magenta morsel,1415.0,2021-01-07,south
magenta morsel,1480.0,2021-01-07,east
magenta morsel,1420.0,2021-01-07,west
chartreuse morsel,1728.0,2021-01-07,north
chartreuse morsel,1704.0,2021-01-07,south
chartreuse morsel,1656.0,2021-01-07,east
chartreuse morsel,1689.0,2021-01-07,west
periwinkle morsel,740.0,2021-01-07,north
periwinkle morsel,750.0,2021-01-07,south
periwinkle morsel,692.5,2021-01-07,east
periwinkle morsel,718.75,2021-01-07,west
vermilion morsel,2819.35,2021-01-07,north
vermilion morsel,2769.4500000000003,2021-01-07,south
vermilion morsel,2789.4100000000003,2021-01-07,east
vermilion morsel,2664.6600000000003,2021-01-07,west
lapis morsel,1124.35,2021-01-07,north
lapis morsel,1046.74,2021-01-07,south
lapis morsel,1134.3,2021-01-07,east
lapis morsel,1074.6,2021-01-07,west
pink morsel,1662.0,2021-01-08,north
pink morsel,1668.0,2021-01-08,south
pink morsel,1662.0,2021-01-08,east
pink morsel,1521.0,2021-01-08,west
gold morsel,5854.14,2021-01-08,north
gold morsel,5684.31,2021-01-08,south
gold morsel,5594.400000000001,2021-01-08,east
gold morsel,5844.150000000001,2021-01-08,west
magenta morsel,1440.0,2021-01-08,north
magenta morsel,1425.0,2021-01-08,south
magenta morsel,1440.0,2021-01-08,east
magenta morsel,1282.5,2021-01-08,west
chartreuse morsel,1791.0,2021-01-08,north
chartreuse morsel,1650.0,2021-01-08,south
chartreuse morsel,1689.0,2021-01-08,east
chartreuse morsel,1500.0,2021-01-08,west
periwinkle morsel,750.0,2021-01-08,north
periwinkle morsel,667.5,2021-01-08,south
periwinkle morsel,710.0,2021-01-08,east
periwinkle morsel,721.25,2021-01-08,west
vermilion morsel,2969.05,2021-01-08,north
vermilion morsel,2934.1200000000003,2021-01-08,south
vermilion morsel,2969.05,2021-01-08,east
vermilion morsel,2884.2200000000003,2021-01-08,west
lapis morsel,1166.14,2021-01-08,north
lapis morsel,1102.46,2021-01-08,south
lapis morsel,1028.83,2021-01-08,east
lapis morsel,1060.67,2021-01-08,west
pink morsel,1563.0,2021-01-09,north
pink morsel,1647.0,2021-01-09,south
pink morsel,1743.0,2021-01-09,east
pink morsel,1653.0,2021-01-09,west
gold morsel,5504.49,2021-01-09,north
gold morsel,5384.61,2021-01-09,south
gold morsel,5214.78,2021-01-09,east
gold morsel,5034.96,2021-01-09,west
magenta morsel,1302.5,2021-01-09,north
magenta morsel,1272.5,2021-01-09,south
magenta morsel,1362.5,2021-01-09,east
magenta morsel,1440.0,2021-01-09,west
chartreuse morsel,1791.0,2021-01-09,north
chartreuse morsel,1701.0,2021-01-09,south
chartreuse morsel,1563.0,2021-01-09,east
chartreuse morsel,1755.0,2021-01-09,west
periwinkle morsel,741.25,2021-01-09,north
periwinkle morsel,688.75,2021-01-09,south
periwinkle morsel,675.0,2021-01-09,east
periwinkle morsel,722.5,2021-01-09,west
vermilion morsel,2694.6,2021-01-09,north
vermilion morsel,2614.76,2021-01-09,south
vermilion morsel,2784.42,2021-01-09,east
vermilion morsel,2989.01,2021-01-09,west
lapis morsel,1008.93,2021-01-09,north
lapis morsel,1194.0,2021-01-09,south
lapis morsel,1126.34,2021-01-09,east
lapis morsel,1110.42,2021-01-09,west
pink morsel,1731.0,2021-01-10,north
pink morsel,1608.0,2021-01-10,south
pink morsel,1512.0,2021-01-10,east
pink morsel,1545.0,2021-01-10,west
gold morsel,5744.25,2021-01-10,north
gold morsel,5204.79,2021-01-10,south
gold morsel,5454.54,2021-01-10,east
gold morsel,5274.72,2021-01-10,west
magenta morsel,1280.0,2021-01-10,north
magenta morsel,1292.5,2021-01-10,south
magenta morsel,1337.5,2021-01-10,east
magenta morsel,1280.0,2021-01-10,west
chartreuse morsel,1686.0,2021-01-10,north
chartreuse morsel,1758.0,2021-01-10,south
chartreuse morsel,1530.0,2021-01-10,east
chartreuse morsel,1797.0,2021-01-10,west
periwinkle morsel,728.75,2021-01-10,north
periwinkle morsel,645.0,2021-01-10,south
periwinkle morsel,735.0,2021-01-10,east
periwinkle morsel,681.25,2021-01-10,west
vermilion morsel,2544.9,2021-01-10,north
vermilion morsel,2739.51,2021-01-10,south
vermilion morsel,2764.46,2021-01-10,east
vermilion morsel,2924.1400000000003,2021-01-10,west
lapis morsel,1012.91,2021-01-10,north
lapis morsel,1026.84,2021-01-10,south
lapis morsel,1016.89,2021-01-10,east
lapis morsel,1044.75,2021-01-10,west
pink morsel,1740.0,2021-01-11,north
pink morsel,1611.0,2021-01-11,south
pink morsel,1536.0,2021-01-11,east
pink morsel,1626.0,2021-01-11,west
gold morsel,4995.0,2021-01-11,north
gold morsel,5444.55,2021-01-11,south
gold morsel,5834.16,2021-01-11,east
gold morsel,5794.2,2021-01-11,west
magenta morsel,1415.0,2021-01-11,north
magenta morsel,1352.5,2021-01-11,south
magenta morsel,1442.5,2021-01-11,east
magenta morsel,1412.5,2021-01-11,west
chartreuse morsel,1605.0,2021-01-11,north
chartreuse morsel,1602.0,2021-01-11,south
chartreuse morsel,1725.0,2021-01-11,east
chartreuse morsel,1545.0,2021-01-11,west
periwinkle morsel,655.0,2021-01-11,north
periwinkle morsel,732.5,2021-01-11,south
periwinkle morsel,683.75,2021-01-11,east
periwinkle morsel,748.75,2021-01-11,west
vermilion morsel,2864.26,2021-01-11,north
vermilion morsel,2524.94,2021-01-11,south
vermilion morsel,2959.07,2021-01-11,east
vermilion morsel,2579.83,2021-01-11,west
lapis morsel,1124.35,2021-01-11,north
lapis morsel,1098.48,2021-01-11,south
lapis morsel,1096.49,2021-01-11,east
lapis morsel,1076.59,2021-01-11,west
pink morsel,1614.0,2021-01-12,north
pink morsel,1572.0,2021-01-12,south
pink morsel,1539.0,2021-01-12,east
pink morsel,1605.0,2021-01-12,west
gold morsel,5374.62,2021-01-12,north
gold morsel,5394.6,2021-01-12,south
gold morsel,5564.43,2021-01-12,east
gold morsel,5484.51,2021-01-12,west
magenta morsel,1450.0,2021-01-12,north
magenta morsel,1477.5,2021-01-12,south
magenta morsel,1460.0,2021-01-12,east
magenta morsel,1280.0,2021-01-12,west
chartreuse morsel,1632.0,2021-01-12,north
chartreuse morsel,1782.0,2021-01-12,south
chartreuse morsel,1743.0,2021-01-12,east
chartreuse morsel,1731.0,2021-01-12,west
periwinkle morsel,657.5,2021-01-12,north
periwinkle morsel,727.5,2021-01-12,south
periwinkle morsel,711.25,2021-01-12,east
periwinkle morsel,733.75,2021-01-12,west
vermilion morsel,2684.62,2021-01-12,north
vermilion morsel,2809.3700000000003,2021-01-12,south
vermilion morsel,2509.9700000000003,2021-01-12,east
vermilion morsel,2824.34,2021-01-12,west
lapis morsel,1142.26,2021-01-12,north
lapis morsel,1120.37,2021-01-12,south
lapis morsel,1180.07,2021-01-12,east
lapis morsel,1024.85,2021-01-12,west
pink morsel,1545.0,2021-01-13,north
pink morsel,1542.0,2021-01-13,south
pink morsel,1779.0,2021-01-13,east
pink morsel,1680.0,2021-01-13,west
gold morsel,5834.16,2021-01-13,north
gold morsel,5904.09,2021-01-13,south
gold morsel,5784.21,2021-01-13,east
gold morsel,5404.59,2021-01-13,west
magenta morsel,1340.0,2021-01-13,north
magenta morsel,1320.0,2021-01-13,south
magenta morsel,1407.5,2021-01-13,east
magenta morsel,1282.5,2021-01-13,west
chartreuse morsel,1665.0,2021-01-13,north
chartreuse morsel,1539.0,2021-01-13,south
chartreuse morsel,1647.0,2021-01-13,east
chartreuse morsel,1647.0,2021-01-13,west
periwinkle morsel,635.0,2021-01-13,north
periwinkle morsel,693.75,2021-01-13,south
periwinkle morsel,691.25,2021-01-13,east
periwinkle morsel,660.0,2021-01-13,west
vermilion morsel,2979.03,2021-01-13,north
vermilion morsel,2674.6400000000003,2021-01-13,south
vermilion morsel,2719.55,2021-01-13,east
vermilion morsel,2614.76,2021-01-13,west
lapis morsel,1074.6,2021-01-13,north
lapis morsel,1054.7,2021-01-13,south
lapis morsel,1056.69,2021-01-13,east
lapis morsel,1042.76,2021-01-13,west
pink morsel,1701.0,2021-01-14,north
pink morsel,1677.0,2021-01-14,south
pink morsel,1614.0,2021-01-14,east
pink morsel,1590.0,2021-01-14,west
gold morsel,5164.83,2021-01-14,north
gold morsel,5874.12,2021-01-14,south
gold morsel,5344.650000000001,2021-01-14,east
gold morsel,5914.08,2021-01-14,west
magenta morsel,1252.5,2021-01-14,north
magenta morsel,1385.0,2021-01-14,south
magenta morsel,1495.0,2021-01-14,east
magenta morsel,1310.0,2021-01-14,west
chartreuse morsel,1704.0,2021-01-14,north
chartreuse morsel,1563.0,2021-01-14,south
chartreuse morsel,1599.0,2021-01-14,east
chartreuse morsel,1650.0,2021-01-14,west
periwinkle morsel,642.5,2021-01-14,north
periwinkle morsel,708.75,2021-01-14,south
periwinkle morsel,685.0,2021-01-14,east
periwinkle morsel,717.5,2021-01-14,west
vermilion morsel,2989.01,2021-01-14,north
vermilion morsel,2764.46,2021-01-14,south
vermilion morsel,2624.7400000000002,2021-01-14,east
vermilion morsel,2669.65,2021-01-14,west
lapis morsel,1194.0,2021-01-14,north
lapis morsel,1056.69,2021-01-14,south
lapis morsel,1018.88,2021-01-14,east
lapis morsel,998.98,2021-01-14,west
pink morsel,2025.0,2021-01-15,north
pink morsel,2195.0,2021-01-15,south
pink morsel,2180.0,2021-01-15,east
pink morsel,2395.0,2021-01-15,west
gold morsel,4045.9500000000003,2021-01-15,north
gold morsel,4135.86,2021-01-15,south
gold morsel,4455.54,2021-01-15,east
gold morsel,4075.92,2021-01-15,west
magenta morsel,1190.0,2021-01-15,north
magenta morsel,1125.0,2021-01-15,south
magenta morsel,1090.0,2021-01-15,east
magenta morsel,1085.0,2021-01-15,west
chartreuse morsel,1410.0,2021-01-15,north
chartreuse morsel,1470.0,2021-01-15,south
chartreuse morsel,1293.0,2021-01-15,east
chartreuse morsel,1227.0,2021-01-15,west
periwinkle morsel,582.5,2021-01-15,north
periwinkle morsel,590.0,2021-01-15,south
periwinkle morsel,603.75,2021-01-15,east
periwinkle morsel,600.0,2021-01-15,west
vermilion morsel,2070.85,2021-01-15,north
vermilion morsel,2195.6,2021-01-15,south
vermilion morsel,2325.34,2021-01-15,east
vermilion morsel,2215.56,2021-01-15,west
lapis morsel,915.4,2021-01-15,north
lapis morsel,843.76,2021-01-15,south
lapis morsel,855.7,2021-01-15,east
lapis morsel,953.21,2021-01-15,west
pink morsel,2110.0,2021-01-16,north
pink morsel,2145.0,2021-01-16,south
pink morsel,2340.0,2021-01-16,east
pink morsel,2390.0,2021-01-16,west
gold morsel,4865.13,2021-01-16,north
gold morsel,4725.27,2021-01-16,south
gold morsel,4305.6900000000005,2021-01-16,east
gold morsel,4295.7,2021-01-16,west
magenta morsel,1197.5,2021-01-16,north
magenta morsel,1210.0,2021-01-16,south
magenta morsel,1247.5,2021-01-16,east
magenta morsel,1222.5,2021-01-16,west
chartreuse morsel,1383.0,2021-01-16,north
chartreuse morsel,1362.0,2021-01-16,south
chartreuse morsel,1404.0,2021-01-16,east
chartreuse morsel,1206.0,2021-01-16,west
periwinkle morsel,518.75,2021-01-16,north
periwinkle morsel,556.25,2021-01-16,south
periwinkle morsel,575.0,2021-01-16,east
periwinkle morsel,597.5,2021-01-16,west
vermilion morsel,2230.53,2021-01-16,north
vermilion morsel,2080.83,2021-01-16,south
vermilion morsel,2485.02,2021-01-16,east
vermilion morsel,2115.76,2021-01-16,west
lapis morsel,855.7,2021-01-16,north
lapis morsel,939.28,2021-01-16,south
lapis morsel,929.33,2021-01-16,east
lapis morsel,797.99,2021-01-16,west
pink morsel,2475.0,2021-01-17,north
pink morsel,2320.0,2021-01-17,south
pink morsel,2105.0,2021-01-17,east
pink morsel,2090.0,2021-01-17,west
gold morsel,4655.34,2021-01-17,north
gold morsel,4055.94,2021-01-17,south
gold morsel,4455.54,2021-01-17,east
gold morsel,4595.400000000001,2021-01-17,west
magenta morsel,1052.5,2021-01-17,north
magenta morsel,1000.0,2021-01-17,south
magenta morsel,1242.5,2021-01-17,east
magenta morsel,1175.0,2021-01-17,west
chartreuse morsel,1473.0,2021-01-17,north
chartreuse morsel,1479.0,2021-01-17,south
chartreuse morsel,1374.0,2021-01-17,east
chartreuse morsel,1299.0,2021-01-17,west
periwinkle morsel,505.0,2021-01-17,north
periwinkle morsel,503.75,2021-01-17,south
periwinkle morsel,611.25,2021-01-17,east
periwinkle morsel,561.25,2021-01-17,west
vermilion morsel,2120.75,2021-01-17,north
vermilion morsel,2240.51,2021-01-17,south
vermilion morsel,2150.69,2021-01-17,east
vermilion morsel,2400.19,2021-01-17,west
lapis morsel,987.04,2021-01-17,north
lapis morsel,887.54,2021-01-17,south
lapis morsel,823.86,2021-01-17,east
lapis morsel,991.02,2021-01-17,west
pink morsel,2050.0,2021-01-18,north
pink morsel,2410.0,2021-01-18,south
pink morsel,2125.0,2021-01-18,east
pink morsel,2325.0,2021-01-18,west
gold morsel,4825.17,2021-01-18,north
gold morsel,4995.0,2021-01-18,south
gold morsel,4015.98,2021-01-18,east
gold morsel,4605.39,2021-01-18,west
magenta morsel,1245.0,2021-01-18,north
magenta morsel,1077.5,2021-01-18,south
magenta morsel,1040.0,2021-01-18,east
magenta morsel,1222.5,2021-01-18,west
chartreuse morsel,1320.0,2021-01-18,north
chartreuse morsel,1311.0,2021-01-18,south
chartreuse morsel,1224.0,2021-01-18,east
chartreuse morsel,1350.0,2021-01-18,west
periwinkle morsel,501.25,2021-01-18,north
periwinkle morsel,605.0,2021-01-18,south
periwinkle morsel,573.75,2021-01-18,east
periwinkle morsel,535.0,2021-01-18,west
vermilion morsel,2185.62,2021-01-18,north
vermilion morsel,2245.5,2021-01-18,south
vermilion morsel,2225.54,2021-01-18,east
vermilion morsel,2270.4500000000003,2021-01-18,west
lapis morsel,901.47,2021-01-18,north
lapis morsel,893.51,2021-01-18,south
lapis morsel,917.39,2021-01-18,east
lapis morsel,883.56,2021-01-18,west
pink morsel,2335.0,2021-01-19,north
pink morsel,2105.0,2021-01-19,south
pink morsel,2340.0,2021-01-19,east
pink morsel,2420.0,2021-01-19,west
gold morsel,4365.63,2021-01-19,north
gold morsel,4365.63,2021-01-19,south
gold morsel,4125.87,2021-01-19,east
gold morsel,4895.1,2021-01-19,west
magenta morsel,1172.5,2021-01-19,north
magenta morsel,1060.0,2021-01-19,south
magenta morsel,1185.0,2021-01-19,east
magenta morsel,1002.5,2021-01-19,west
chartreuse morsel,1395.0,2021-01-19,north
chartreuse morsel,1413.0,2021-01-19,south
chartreuse morsel,1284.0,2021-01-19,east
chartreuse morsel,1350.0,2021-01-19,west
periwinkle morsel,511.25,2021-01-19,north
periwinkle morsel,620.0,2021-01-19,south
periwinkle morsel,516.25,2021-01-19,east
periwinkle morsel,523.75,2021-01-19,west
vermilion morsel,2170.65,2021-01-19,north
vermilion morsel,2360.27,2021-01-19,south
vermilion morsel,2215.56,2021-01-19,east
vermilion morsel,2375.2400000000002,2021-01-19,west
lapis morsel,843.76,2021-01-19,north
lapis morsel,891.52,2021-01-19,south
lapis morsel,845.75,2021-01-19,east
lapis morsel,887.54,2021-01-19,west
pink morsel,2415.0,2021-01-20,north
pink morsel,2495.0,2021-01-20,south
pink morsel,2070.0,2021-01-20,east
pink morsel,2405.0,2021-01-20,west
gold morsel,4905.09,2021-01-20,north
gold morsel,4225.77,2021-01-20,south
gold morsel,4975.02,2021-01-20,east
gold morsel,4175.82,2021-01-20,west
magenta morsel,1167.5,2021-01-20,north
magenta morsel,1200.0,2021-01-20,south
magenta morsel,1232.5,2021-01-20,east
magenta morsel,1060.0,2021-01-20,west
chartreuse morsel,1263.0,2021-01-20,north
chartreuse morsel,1464.0,2021-01-20,south
chartreuse morsel,1209.0,2021-01-20,east
chartreuse morsel,1296.0,2021-01-20,west
periwinkle morsel,625.0,2021-01-20,north
periwinkle morsel,523.75,2021-01-20,south
periwinkle morsel,528.75,2021-01-20,east
periwinkle morsel,510.0,2021-01-20,west
vermilion morsel,2140.71,2021-01-20,north
vermilion morsel,2295.4,2021-01-20,south
vermilion morsel,2030.93,2021-01-20,east
vermilion morsel,2165.6600000000003,2021-01-20,west
lapis morsel,799.98,2021-01-20,north
lapis morsel,985.05,2021-01-20,south
lapis morsel,983.06,2021-01-20,east
lapis morsel,995.0,2021-01-20,west
pink morsel,2090.0,2021-01-21,north
pink morsel,2145.0,2021-01-21,south
pink morsel,2245.0,2021-01-21,east
pink morsel,2330.0,2021-01-21,west
gold morsel,4275.72,2021-01-21,north
gold morsel,4105.89,2021-01-21,south
gold morsel,4625.37,2021-01-21,east
gold morsel,4465.53,2021-01-21,west
magenta morsel,1117.5,2021-01-21,north
magenta morsel,1050.0,2021-01-21,south
magenta morsel,1167.5,2021-01-21,east
magenta morsel,1172.5,2021-01-21,west
chartreuse morsel,1488.0,2021-01-21,north
chartreuse morsel,1209.0,2021-01-21,south
chartreuse morsel,1278.0,2021-01-21,east
chartreuse morsel,1245.0,2021-01-21,west
periwinkle morsel,557.5,2021-01-21,north
periwinkle morsel,548.75,2021-01-21,south
periwinkle morsel,563.75,2021-01-21,east
periwinkle morsel,505.0,2021-01-21,west
vermilion morsel,2315.36,2021-01-21,north
vermilion morsel,2160.67,2021-01-21,south
vermilion morsel,2220.55,2021-01-21,east
vermilion morsel,2350.29,2021-01-21,west
lapis morsel,813.91,2021-01-21,north
lapis morsel,909.43,2021-01-21,south
lapis morsel,985.05,2021-01-21,east
lapis morsel,847.74,2021-01-21,west
pink morsel,2460.0,2021-01-22,north
pink morsel,2230.0,2021-01-22,south
pink morsel,2010.0,2021-01-22,east
pink morsel,2380.0,2021-01-22,west
gold morsel,4935.06,2021-01-22,north
gold morsel,4375.62,2021-01-22,south
gold morsel,4595.400000000001,2021-01-22,east
gold morsel,4895.1,2021-01-22,west
magenta morsel,1180.0,2021-01-22,north
magenta morsel,1112.5,2021-01-22,south
magenta morsel,1177.5,2021-01-22,east
magenta morsel,1175.0,2021-01-22,west
chartreuse morsel,1254.0,2021-01-22,north
chartreuse morsel,1311.0,2021-01-22,south
chartreuse morsel,1239.0,2021-01-22,east
chartreuse morsel,1374.0,2021-01-22,west
periwinkle morsel,582.5,2021-01-22,north
periwinkle morsel,592.5,2021-01-22,south
periwinkle morsel,591.25,2021-01-22,east
periwinkle morsel,516.25,2021-01-22,west
vermilion morsel,2360.27,2021-01-22,north
vermilion morsel,2430.13,2021-01-22,south
vermilion morsel,2370.25,2021-01-22,east
vermilion morsel,2010.97,2021-01-22,west
lapis morsel,987.04,2021-01-22,north
lapis morsel,969.13,2021-01-22,south
lapis morsel,965.15,2021-01-22,east
lapis morsel,965.15,2021-01-22,west
pink morsel,2025.0,2021-01-23,north
pink morsel,2085.0,2021-01-23,south
pink morsel,2420.0,2021-01-23,east
pink morsel,2175.0,2021-01-23,west
gold morsel,4625.37,2021-01-23,north
gold morsel,4625.37,2021-01-23,south
gold morsel,4685.31,2021-01-23,east
gold morsel,4305.6900000000005,2021-01-23,west
magenta morsel,1010.0,2021-01-23,north
magenta morsel,1125.0,2021-01-23,south
magenta morsel,1120.0,2021-01-23,east
magenta morsel,1120.0,2021-01-23,west
chartreuse morsel,1251.0,2021-01-23,north
chartreuse morsel,1449.0,2021-01-23,south
chartreuse morsel,1440.0,2021-01-23,east
chartreuse morsel,1374.0,2021-01-23,west
periwinkle morsel,622.5,2021-01-23,north
periwinkle morsel,501.25,2021-01-23,south
periwinkle morsel,556.25,2021-01-23,east
periwinkle morsel,616.25,2021-01-23,west
vermilion morsel,2165.6600000000003,2021-01-23,north
vermilion morsel,2065.86,2021-01-23,south
vermilion morsel,2435.12,2021-01-23,east
vermilion morsel,2420.15,2021-01-23,west
lapis morsel,865.65,2021-01-23,north
lapis morsel,883.56,2021-01-23,south
lapis morsel,823.86,2021-01-23,east
lapis morsel,867.64,2021-01-23,west
pink morsel,2015.0,2021-01-24,north
pink morsel,2445.0,2021-01-24,south
pink morsel,2255.0,2021-01-24,east
pink morsel,2085.0,2021-01-24,west
gold morsel,4085.9100000000003,2021-01-24,north
gold morsel,4825.17,2021-01-24,south
gold morsel,4415.58,2021-01-24,east
gold morsel,4235.76,2021-01-24,west
magenta morsel,1222.5,2021-01-24,north
magenta morsel,1160.0,2021-01-24,south
magenta morsel,1050.0,2021-01-24,east
magenta morsel,1075.0,2021-01-24,west
chartreuse morsel,1332.0,2021-01-24,north
chartreuse morsel,1353.0,2021-01-24,south
chartreuse morsel,1335.0,2021-01-24,east
chartreuse morsel,1314.0,2021-01-24,west
periwinkle morsel,612.5,2021-01-24,north
periwinkle morsel,581.25,2021-01-24,south
periwinkle morsel,547.5,2021-01-24,east
periwinkle morsel,607.5,2021-01-24,west
vermilion morsel,2120.75,2021-01-24,north
